Date,Load (MW)
4/27/2015,12204
4/27/2015,12294
4/27/2015,12393
4/27/2015,12625
4/27/2015,12815
4/27/2015,13003
4/27/2015,13266
4/27/2015,13498
4/27/2015,13566
4/27/2015,13525
4/27/2015,13833
4/27/2015,13229
4/27/2015,12086
4/27/2015,11010
4/27/2015,10321
4/28/2015,9895
4/28/2015,9617
4/28/2015,9546
4/28/2015,9690
4/28/2015,10235
4/28/2015,11003
4/28/2015,11765
4/28/2015,12057
4/28/2015,12233
4/28/2015,12385
4/28/2015,12490
4/28/2015,12525
4/28/2015,12680
4/28/2015,12854
4/28/2015,13043
4/28/2015,13228
4/28/2015,13386
4/28/2015,13440
4/28/2015,13530
4/28/2015,13900
4/28/2015,13336
4/28/2015,12245
4/28/2015,11169
4/28/2015,10487
4/29/2015,10086
4/29/2015,9789
4/29/2015,9673
4/29/2015,9840
4/29/2015,10312
4/29/2015,11067
4/29/2015,11816
4/29/2015,12073
4/29/2015,12260
4/29/2015,12387
4/29/2015,12476
4/29/2015,12541
4/29/2015,12724
4/29/2015,12895
4/29/2015,13130
4/29/2015,13328
4/29/2015,13493
4/29/2015,13580
4/29/2015,13606
4/29/2015,13962
4/29/2015,13467
4/29/2015,12378
4/29/2015,11301
4/29/2015,10527
4/30/2015,10082
4/30/2015,9865
4/30/2015,9745
4/30/2015,9850
4/30/2015,10388
4/30/2015,11173
4/30/2015,11994
4/30/2015,12326
4/30/2015,12564
4/30/2015,12825
4/30/2015,13026
4/30/2015,13233
4/30/2015,13663
4/30/2015,14035
4/30/2015,14344
4/30/2015,14677
4/30/2015,14889
4/30/2015,14884
4/30/2015,14756
4/30/2015,14924
4/30/2015,14278
4/30/2015,13105
4/30/2015,11935
4/30/2015,11086
5/1/2015,10538
5/1/2015,10182
5/1/2015,10026
5/1/2015,10112
5/1/2015,10526
5/1/2015,11232
5/1/2015,12038
5/1/2015,12489
5/1/2015,12837
5/1/2015,13202
5/1/2015,13420
5/1/2015,13548
5/1/2015,13865
5/1/2015,14145
5/1/2015,14329
5/1/2015,14460
5/1/2015,14515
5/1/2015,14461
5/1/2015,14183
5/1/2015,14208
5/1/2015,13688
5/1/2015,12801
5/1/2015,11716
5/1/2015,10869
5/2/2015,10322
5/2/2015,9941
5/2/2015,9707
5/2/2015,9685
5/2/2015,9827
5/2/2015,10066
5/2/2015,10446
5/2/2015,10881
5/2/2015,11137
5/2/2015,11343
5/2/2015,11442
5/2/2015,11522
5/2/2015,11593
5/2/2015,11797
5/2/2015,12061
5/2/2015,12406
5/2/2015,12650
5/2/2015,12801
5/2/2015,12730
5/2/2015,12838
5/2/2015,12403
5/2/2015,11762
5/2/2015,11031
5/2/2015,10341
5/3/2015,9835
5/3/2015,9524
5/3/2015,9333
5/3/2015,9296
5/3/2015,9387
5/3/2015,9385
5/3/2015,9581
5/3/2015,9954
5/3/2015,10231
5/3/2015,10386
5/3/2015,10451
5/3/2015,10515
5/3/2015,10459
5/3/2015,10615
5/3/2015,10815
5/3/2015,11138
5/3/2015,11592
5/3/2015,11958
5/3/2015,12155
5/3/2015,12638
5/3/2015,12321
5/3/2015,11431
5/3/2015,10461
5/3/2015,9940
5/4/2015,9675
5/4/2015,9287
5/4/2015,9238
5/4/2015,9436
5/4/2015,10015
5/4/2015,10912
5/4/2015,11838
5/4/2015,12157
5/4/2015,12282
5/4/2015,12310
5/4/2015,12205
5/4/2015,11965
5/4/2015,11873
5/4/2015,11934
5/4/2015,12060
5/4/2015,12254
5/4/2015,12468
5/4/2015,12755
5/4/2015,12926
5/4/2015,13439
5/4/2015,13009
5/4/2015,11979
5/4/2015,10949
5/4/2015,10350
5/5/2015,9966
5/5/2015,9784
5/5/2015,9992
5/5/2015,9943
5/5/2015,10413
5/5/2015,11215
5/5/2015,11938
5/5/2015,12121
5/5/2015,12194
5/5/2015,12183
5/5/2015,12175
5/5/2015,12075
5/5/2015,11999
5/5/2015,12083
5/5/2015,12133
5/5/2015,12237
5/5/2015,12387
5/5/2015,12550
5/5/2015,12728
5/5/2015,13159
5/5/2015,12705
5/5/2015,11846
5/5/2015,10906
5/5/2015,10249
5/6/2015,9804
5/6/2015,9632
5/6/2015,9589
5/6/2015,10045
5/6/2015,10651
5/6/2015,11403
5/6/2015,12151
5/6/2015,12066
5/6/2015,12050
5/6/2015,12053
5/6/2015,12018
5/6/2015,11879
5/6/2015,11886
5/6/2015,11930
5/6/2015,12017
5/6/2015,12141
5/6/2015,12303
5/6/2015,12531
5/6/2015,12732
5/6/2015,13176
5/6/2015,12842
5/6/2015,11900
5/6/2015,10943
5/6/2015,10292
5/7/2015,10226
5/7/2015,10011
5/7/2015,9948
5/7/2015,9830
5/7/2015,10266
5/7/2015,11143
5/7/2015,12000
5/7/2015,12175
5/7/2015,12267
5/7/2015,12301
5/7/2015,12448
5/7/2015,12221
5/7/2015,12115
5/7/2015,11931
5/7/2015,11849
5/7/2015,11908
5/7/2015,11990
5/7/2015,12119
5/7/2015,12334
5/7/2015,12871
5/7/2015,12530
5/7/2015,11741
5/7/2015,10947
5/7/2015,10406
5/8/2015,10257
5/8/2015,10104
5/8/2015,9704
5/8/2015,9855
5/8/2015,10407
5/8/2015,11223
5/8/2015,12000
5/8/2015,12079
5/8/2015,12091
5/8/2015,12079
5/8/2015,12011
5/8/2015,11831
5/8/2015,11819
5/8/2015,11742
5/8/2015,11718
5/8/2015,11750
5/8/2015,11864
5/8/2015,12002
5/8/2015,12078
5/8/2015,12642
5/8/2015,12462
5/8/2015,11843
5/8/2015,11044
5/8/2015,10413
5/9/2015,10003
5/9/2015,9884
5/9/2015,9514
5/9/2015,9693
5/9/2015,10103
5/9/2015,10192
5/9/2015,10395
5/9/2015,10851
5/9/2015,11087
5/9/2015,11114
5/9/2015,10979
5/9/2015,10818
5/9/2015,10637
5/9/2015,10643
5/9/2015,11057
5/9/2015,11154
5/9/2015,11271
5/9/2015,11567
5/9/2015,11563
5/9/2015,12051
5/9/2015,12104
5/9/2015,11507
5/9/2015,10754
5/9/2015,10189
5/10/2015,9933
5/10/2015,9843
5/10/2015,9477
5/10/2015,9325
5/10/2015,9380
5/10/2015,9399
5/10/2015,9797
5/10/2015,10386
5/10/2015,10581
5/10/2015,10356
5/10/2015,10182
5/10/2015,10106
5/10/2015,10116
5/10/2015,10160
5/10/2015,10242
5/10/2015,10554
5/10/2015,10969
5/10/2015,11328
5/10/2015,11475
5/10/2015,12131
5/10/2015,12077
5/10/2015,11288
5/10/2015,10414
5/10/2015,9846
5/11/2015,9781
5/11/2015,9566
5/11/2015,9504
5/11/2015,9660
5/11/2015,9947
5/11/2015,10800
5/11/2015,11727
5/11/2015,12042
5/11/2015,12196
5/11/2015,12257
5/11/2015,12188
5/11/2015,12018
5/11/2015,12078
5/11/2015,12151
5/11/2015,12228
5/11/2015,12376
5/11/2015,12544
5/11/2015,12702
5/11/2015,12759
5/11/2015,13230
5/11/2015,12895
5/11/2015,11887
5/11/2015,10900
5/11/2015,10268
5/12/2015,10075
5/12/2015,9961
5/12/2015,9678
5/12/2015,9746
5/12/2015,10348
5/12/2015,11214
5/12/2015,12034
5/12/2015,12206
5/12/2015,12287
5/12/2015,12210
5/12/2015,12082
5/12/2015,11805
5/12/2015,11798
5/12/2015,11764
5/12/2015,11776
5/12/2015,11923
5/12/2015,12143
5/12/2015,12299
5/12/2015,12646
5/12/2015,13217
5/12/2015,12856
5/12/2015,11888
5/12/2015,10950
5/12/2015,10256
5/13/2015,10141
5/13/2015,10142
5/13/2015,10227
5/13/2015,10096
5/13/2015,10346
5/13/2015,11247
5/13/2015,12009
5/13/2015,12243
5/13/2015,12270
5/13/2015,12201
5/13/2015,12097
5/13/2015,11871
5/13/2015,11832
5/13/2015,11849
5/13/2015,11886
5/13/2015,12065
5/13/2015,12180
5/13/2015,12351
5/13/2015,12561
5/13/2015,13124
5/13/2015,12871
5/13/2015,11930
5/13/2015,10931
5/13/2015,10317
5/14/2015,9915
5/14/2015,9678
5/14/2015,9612
5/14/2015,9812
5/14/2015,10366
5/14/2015,11288
5/14/2015,12101
5/14/2015,12349
5/14/2015,12438
5/14/2015,12460
5/14/2015,12469
5/14/2015,12351
5/14/2015,12404
5/14/2015,12187
5/14/2015,12141
5/14/2015,12110
5/14/2015,12113
5/14/2015,12162
5/14/2015,12331
5/14/2015,12763
5/14/2015,12507
5/14/2015,11557
5/14/2015,10635
5/14/2015,9980
5/15/2015,9716
5/15/2015,9666
5/15/2015,9653
5/15/2015,9839
5/15/2015,10397
5/15/2015,11103
5/15/2015,11842
5/15/2015,12142
5/15/2015,12214
5/15/2015,12185
5/15/2015,12109
5/15/2015,11780
5/15/2015,11686
5/15/2015,11589
5/15/2015,11585
5/15/2015,11696
5/15/2015,11787
5/15/2015,11865
5/15/2015,12034
5/15/2015,12503
5/15/2015,12388
5/15/2015,11667
5/15/2015,10800
5/15/2015,10394
5/16/2015,10186
5/16/2015,9906
5/16/2015,9762
5/16/2015,9774
5/16/2015,9997
5/16/2015,9905
5/16/2015,10317
5/16/2015,10861
5/16/2015,11247
5/16/2015,11317
5/16/2015,11060
5/16/2015,10753
5/16/2015,10876
5/16/2015,10950
5/16/2015,10809
5/16/2015,10847
5/16/2015,11046
5/16/2015,11248
5/16/2015,11466
5/16/2015,11973
5/16/2015,11915
5/16/2015,11274
5/16/2015,10551
5/16/2015,9924
5/17/2015,9514
5/17/2015,9465
5/17/2015,9418
5/17/2015,9404
5/17/2015,9415
5/17/2015,9347
5/17/2015,9921
5/17/2015,10377
5/17/2015,10679
5/17/2015,10570
5/17/2015,10419
5/17/2015,10347
5/17/2015,10302
5/17/2015,10326
5/17/2015,10346
5/17/2015,10481
5/17/2015,10774
5/17/2015,11059
5/17/2015,11363
5/17/2015,11858
5/17/2015,11679
5/17/2015,10998
5/17/2015,10223
5/17/2015,9841
5/18/2015,9633
5/18/2015,9776
5/18/2015,9783
5/18/2015,9993
5/18/2015,10215
5/18/2015,10802
5/18/2015,11752
5/18/2015,12141
5/18/2015,12274
5/18/2015,12310
5/18/2015,12171
5/18/2015,11890
5/18/2015,11862
5/18/2015,11824
5/18/2015,11864
5/18/2015,11881
5/18/2015,12050
5/18/2015,12320
5/18/2015,12535
5/18/2015,12979
5/18/2015,12703
5/18/2015,11719
5/18/2015,10763
5/18/2015,10173
5/19/2015,9804
5/19/2015,9558
5/19/2015,9784
5/19/2015,9955
5/19/2015,10453
5/19/2015,11074
5/19/2015,11951
5/19/2015,12202
5/19/2015,12267
5/19/2015,12293
5/19/2015,12179
5/19/2015,11918
5/19/2015,11915
5/19/2015,11955
5/19/2015,11992
5/19/2015,12013
5/19/2015,12153
5/19/2015,12396
5/19/2015,12608
5/19/2015,13022
5/19/2015,12880
5/19/2015,11920
5/19/2015,11006
5/19/2015,10310
5/20/2015,9893
5/20/2015,9853
5/20/2015,9911
5/20/2015,10089
5/20/2015,10333
5/20/2015,11141
5/20/2015,12017
5/20/2015,12335
5/20/2015,12457
5/20/2015,12450
5/20/2015,12404
5/20/2015,12113
5/20/2015,12028
5/20/2015,12075
5/20/2015,12117
5/20/2015,12229
5/20/2015,12354
5/20/2015,12539
5/20/2015,12720
5/20/2015,13121
5/20/2015,12921
5/20/2015,11972
5/20/2015,11023
5/20/2015,10438
5/21/2015,10039
5/21/2015,9798
5/21/2015,9950
5/21/2015,9877
5/21/2015,10352
5/21/2015,11124
5/21/2015,11931
5/21/2015,12233
5/21/2015,12390
5/21/2015,12465
5/21/2015,12464
5/21/2015,12258
5/21/2015,12282
5/21/2015,12193
5/21/2015,12129
5/21/2015,12109
5/21/2015,12172
5/21/2015,12310
5/21/2015,12494
5/21/2015,12940
5/21/2015,12798
5/21/2015,11963
5/21/2015,11087
5/21/2015,10493
5/22/2015,10077
5/22/2015,9810
5/22/2015,9732
5/22/2015,9894
5/22/2015,10384
5/22/2015,11171
5/22/2015,11954
5/22/2015,12326
5/22/2015,12580
5/22/2015,12571
5/22/2015,12425
5/22/2015,12088
5/22/2015,12008
5/22/2015,11962
5/22/2015,11866
5/22/2015,11942
5/22/2015,12068
5/22/2015,12214
5/22/2015,12343
5/22/2015,12723
5/22/2015,12590
5/22/2015,11910
5/22/2015,11083
5/22/2015,10492
5/23/2015,10048
5/23/2015,9762
5/23/2015,9608
5/23/2015,9606
5/23/2015,9784
5/23/2015,9978
5/23/2015,10398
5/23/2015,10868
5/23/2015,11167
5/23/2015,11289
5/23/2015,11211
5/23/2015,11013
5/23/2015,10936
5/23/2015,10894
5/23/2015,10984
5/23/2015,11123
5/23/2015,11333
5/23/2015,11619
5/23/2015,11790
5/23/2015,12174
5/23/2015,12196
5/23/2015,11537
5/23/2015,10809
5/23/2015,10188
5/24/2015,9769
5/24/2015,9472
5/24/2015,9376
5/24/2015,9635
5/24/2015,9556
5/24/2015,9425
5/24/2015,9663
5/24/2015,10018
5/24/2015,10297
5/24/2015,10675
5/24/2015,10718
5/24/2015,10697
5/24/2015,10720
5/24/2015,10781
5/24/2015,10961
5/24/2015,11207
5/24/2015,11279
5/24/2015,11500
5/24/2015,11686
5/24/2015,12068
5/24/2015,12048
5/24/2015,11364
5/24/2015,10608
5/24/2015,10079
5/25/2015,9899
5/25/2015,9636
5/25/2015,9523
5/25/2015,9565
5/25/2015,9738
5/25/2015,9877
5/25/2015,10274
5/25/2015,10760
5/25/2015,11173
5/25/2015,11365
5/25/2015,11123
5/25/2015,11108
5/25/2015,11120
5/25/2015,11213
5/25/2015,11374
5/25/2015,11998
5/25/2015,12198
5/25/2015,12440
5/25/2015,12606
5/25/2015,12925
5/25/2015,12756
5/25/2015,11761
5/25/2015,10816
5/25/2015,10200
5/26/2015,9817
5/26/2015,9591
5/26/2015,9553
5/26/2015,9761
5/26/2015,10324
5/26/2015,11080
5/26/2015,12005
5/26/2015,12383
5/26/2015,12572
5/26/2015,12643
5/26/2015,12577
5/26/2015,12440
5/26/2015,12565
5/26/2015,12690
5/26/2015,12705
5/26/2015,12878
5/26/2015,13080
5/26/2015,13245
5/26/2015,13374
5/26/2015,13701
5/26/2015,13502
5/26/2015,12440
5/26/2015,11467
5/26/2015,10803
5/27/2015,10351
5/27/2015,10057
5/27/2015,9905
5/27/2015,10057
5/27/2015,10572
5/27/2015,11326
5/27/2015,12155
5/27/2015,12463
5/27/2015,12636
5/27/2015,12755
5/27/2015,12767
5/27/2015,12607
5/27/2015,12666
5/27/2015,12797
5/27/2015,12954
5/27/2015,13160
5/27/2015,13322
5/27/2015,13503
5/27/2015,13579
5/27/2015,13771
5/27/2015,13625
5/27/2015,12567
5/27/2015,11521
5/27/2015,10811
5/28/2015,10344
5/28/2015,10053
5/28/2015,10162
5/28/2015,10448
5/28/2015,10654
5/28/2015,11369
5/28/2015,12223
5/28/2015,12571
5/28/2015,12705
5/28/2015,12936
5/28/2015,13068
5/28/2015,12988
5/28/2015,13100
5/28/2015,13181
5/28/2015,13282
5/28/2015,13519
5/28/2015,13674
5/28/2015,13798
5/28/2015,13827
5/28/2015,13970
5/28/2015,13746
5/28/2015,12688
5/28/2015,11725
5/28/2015,11041
5/29/2015,10561
5/29/2015,10407
5/29/2015,10461
5/29/2015,10607
5/29/2015,10781
5/29/2015,11449
5/29/2015,12328
5/29/2015,12679
5/29/2015,12873
5/29/2015,13024
5/29/2015,13065
5/29/2015,13112
5/29/2015,13204
5/29/2015,13502
5/29/2015,13706
5/29/2015,13880
5/29/2015,14013
5/29/2015,14088
5/29/2015,13972
5/29/2015,13967
5/29/2015,13701
5/29/2015,12875
5/29/2015,11894
5/29/2015,11103
5/30/2015,10564
5/30/2015,10188
5/30/2015,9972
5/30/2015,9932
5/30/2015,10058
5/30/2015,10224
5/30/2015,10688
5/30/2015,11195
5/30/2015,11701
5/30/2015,12204
5/30/2015,12156
5/30/2015,12170
5/30/2015,12273
5/30/2015,12561
5/30/2015,12891
5/30/2015,13290
5/30/2015,13629
5/30/2015,13823
5/30/2015,13749
5/30/2015,13666
5/30/2015,13436
5/30/2015,12587
5/30/2015,11671
5/30/2015,10947
5/31/2015,10382
5/31/2015,9984
5/31/2015,9796
5/31/2015,9718
5/31/2015,9770
5/31/2015,9680
5/31/2015,9938
5/31/2015,10767
5/31/2015,11126
5/31/2015,11366
5/31/2015,11587
5/31/2015,11743
5/31/2015,11642
5/31/2015,11603
5/31/2015,11806
5/31/2015,12058
5/31/2015,12357
5/31/2015,12559
5/31/2015,12569
5/31/2015,12798
5/31/2015,12689
5/31/2015,11853
5/31/2015,10911
5/31/2015,10250
6/1/2015,10089
6/1/2015,9874
6/1/2015,9835
6/1/2015,10042
6/1/2015,10278
6/1/2015,11026
6/1/2015,11939
6/1/2015,12593
6/1/2015,12865
6/1/2015,13061
6/1/2015,13197
6/1/2015,13074
6/1/2015,13197
6/1/2015,13379
6/1/2015,13543
6/1/2015,13712
6/1/2015,13819
6/1/2015,13717
6/1/2015,13702
6/1/2015,13875
6/1/2015,13743
6/1/2015,12719
6/1/2015,11685
6/1/2015,11182
6/2/2015,10813
6/2/2015,10512
6/2/2015,10368
6/2/2015,10487
6/2/2015,10642
6/2/2015,11334
6/2/2015,12297
6/2/2015,12801
6/2/2015,12885
6/2/2015,12980
6/2/2015,13021
6/2/2015,12965
6/2/2015,13181
6/2/2015,13254
6/2/2015,13315
6/2/2015,13566
6/2/2015,13731
6/2/2015,13887
6/2/2015,13796
6/2/2015,13966
6/2/2015,13881
6/2/2015,12842
6/2/2015,11774
6/2/2015,11366
6/3/2015,10926
6/3/2015,10615
6/3/2015,10499
6/3/2015,10628
6/3/2015,11000
6/3/2015,11271
6/3/2015,12070
6/3/2015,12424
6/3/2015,12930
6/3/2015,13084
6/3/2015,13102
6/3/2015,13104
6/3/2015,13329
6/3/2015,13636
6/3/2015,13694
6/3/2015,13603
6/3/2015,13540
6/3/2015,13431
6/3/2015,13325
6/3/2015,13515
6/3/2015,13378
6/3/2015,12533
6/3/2015,11659
6/3/2015,11184
6/4/2015,11013
6/4/2015,10735
6/4/2015,10396
6/4/2015,10524
6/4/2015,10899
6/4/2015,11418
6/4/2015,12030
6/4/2015,12343
6/4/2015,12523
6/4/2015,12682
6/4/2015,12747
6/4/2015,12763
6/4/2015,12926
6/4/2015,13085
6/4/2015,13309
6/4/2015,13543
6/4/2015,13725
6/4/2015,13870
6/4/2015,13822
6/4/2015,13811
6/4/2015,13785
6/4/2015,12898
6/4/2015,12022
6/4/2015,11418
6/5/2015,11113
6/5/2015,10790
6/5/2015,10450
6/5/2015,10541
6/5/2015,10818
6/5/2015,11481
6/5/2015,12326
6/5/2015,12800
6/5/2015,13124
6/5/2015,13391
6/5/2015,13656
6/5/2015,13676
6/5/2015,13940
6/5/2015,13966
6/5/2015,14197
6/5/2015,14431
6/5/2015,14550
6/5/2015,14483
6/5/2015,14236
6/5/2015,14190
6/5/2015,14028
6/5/2015,13237
6/5/2015,12384
6/5/2015,11790
6/6/2015,11186
6/6/2015,10807
6/6/2015,10559
6/6/2015,10499
6/6/2015,10570
6/6/2015,10740
6/6/2015,11486
6/6/2015,12052
6/6/2015,12301
6/6/2015,12333
6/6/2015,12611
6/6/2015,12838
6/6/2015,13078
6/6/2015,13369
6/6/2015,13354
6/6/2015,13598
6/6/2015,13834
6/6/2015,13825
6/6/2015,13648
6/6/2015,13674
6/6/2015,13615
6/6/2015,12937
6/6/2015,12025
6/6/2015,11487
6/7/2015,10990
6/7/2015,10569
6/7/2015,10366
6/7/2015,10308
6/7/2015,10340
6/7/2015,10342
6/7/2015,10966
6/7/2015,11435
6/7/2015,11567
6/7/2015,11947
6/7/2015,12367
6/7/2015,12762
6/7/2015,13301
6/7/2015,13882
6/7/2015,14155
6/7/2015,14667
6/7/2015,15256
6/7/2015,15527
6/7/2015,15404
6/7/2015,15167
6/7/2015,14959
6/7/2015,13835
6/7/2015,12712
6/7/2015,11658
6/8/2015,11206
6/8/2015,10892
6/8/2015,10678
6/8/2015,10813
6/8/2015,11193
6/8/2015,11848
6/8/2015,13000
6/8/2015,13882
6/8/2015,14645
6/8/2015,15437
6/8/2015,15942
6/8/2015,16560
6/8/2015,17431
6/8/2015,18175
6/8/2015,18711
6/8/2015,19241
6/8/2015,19482
6/8/2015,19460
6/8/2015,19182
6/8/2015,18559
6/8/2015,17896
6/8/2015,16240
6/8/2015,14483
6/8/2015,13202
6/9/2015,12324
6/9/2015,11702
6/9/2015,11356
6/9/2015,11330
6/9/2015,11589
6/9/2015,12237
6/9/2015,13213
6/9/2015,13871
6/9/2015,14444
6/9/2015,14999
6/9/2015,15446
6/9/2015,15702
6/9/2015,16105
6/9/2015,16312
6/9/2015,16221
6/9/2015,16001
6/9/2015,15664
6/9/2015,15222
6/9/2015,14913
6/9/2015,14924
6/9/2015,14761
6/9/2015,13828
6/9/2015,12807
6/9/2015,12033
6/10/2015,11815
6/10/2015,11436
6/10/2015,11272
6/10/2015,11367
6/10/2015,11580
6/10/2015,12150
6/10/2015,13374
6/10/2015,13941
6/10/2015,14337
6/10/2015,14511
6/10/2015,14693
6/10/2015,14628
6/10/2015,14746
6/10/2015,14867
6/10/2015,15068
6/10/2015,14904
6/10/2015,14825
6/10/2015,14687
6/10/2015,14363
6/10/2015,14363
6/10/2015,14310
6/10/2015,13521
6/10/2015,12414
6/10/2015,11630
6/11/2015,11415
6/11/2015,11403
6/11/2015,11268
6/11/2015,11226
6/11/2015,11370
6/11/2015,12009
6/11/2015,12861
6/11/2015,13448
6/11/2015,13847
6/11/2015,14289
6/11/2015,14733
6/11/2015,14757
6/11/2015,15350
6/11/2015,15963
6/11/2015,16551
6/11/2015,17026
6/11/2015,17270
6/11/2015,17382
6/11/2015,16972
6/11/2015,16415
6/11/2015,16035
6/11/2015,14813
6/11/2015,13437
6/11/2015,12357
6/12/2015,11988
6/12/2015,11556
6/12/2015,11289
6/12/2015,11359
6/12/2015,11414
6/12/2015,11846
6/12/2015,12776
6/12/2015,13503
6/12/2015,14086
6/12/2015,14780
6/12/2015,15485
6/12/2015,15968
6/12/2015,16653
6/12/2015,17269
6/12/2015,17707
6/12/2015,18123
6/12/2015,18319
6/12/2015,18242
6/12/2015,17877
6/12/2015,17285
6/12/2015,16730
6/12/2015,15429
6/12/2015,14115
6/12/2015,12901
6/13/2015,12061
6/13/2015,11455
6/13/2015,11067
6/13/2015,10906
6/13/2015,10872
6/13/2015,11006
6/13/2015,11599
6/13/2015,12252
6/13/2015,12892
6/13/2015,13469
6/13/2015,14100
6/13/2015,14697
6/13/2015,15268
6/13/2015,15747
6/13/2015,16140
6/13/2015,16467
6/13/2015,16573
6/13/2015,16439
6/13/2015,15968
6/13/2015,15428
6/13/2015,15063
6/13/2015,14035
6/13/2015,12939
6/13/2015,12015
6/14/2015,11528
6/14/2015,11044
6/14/2015,10727
6/14/2015,10591
6/14/2015,10260
6/14/2015,10133
6/14/2015,10599
6/14/2015,10998
6/14/2015,11424
6/14/2015,11806
6/14/2015,12145
6/14/2015,12557
6/14/2015,12934
6/14/2015,13298
6/14/2015,13573
6/14/2015,14052
6/14/2015,14568
6/14/2015,14763
6/14/2015,14577
6/14/2015,14316
6/14/2015,14242
6/14/2015,13221
6/14/2015,12144
6/14/2015,11306
6/15/2015,10987
6/15/2015,10615
6/15/2015,10466
6/15/2015,10596
6/15/2015,10831
6/15/2015,11134
6/15/2015,12038
6/15/2015,12604
6/15/2015,12933
6/15/2015,13208
6/15/2015,13783
6/15/2015,13612
6/15/2015,13985
6/15/2015,14325
6/15/2015,14664
6/15/2015,15033
6/15/2015,15341
6/15/2015,15473
6/15/2015,15272
6/15/2015,14992
6/15/2015,14688
6/15/2015,13650
6/15/2015,12458
6/15/2015,11655
6/16/2015,11088
6/16/2015,10947
6/16/2015,10848
6/16/2015,10967
6/16/2015,11290
6/16/2015,11548
6/16/2015,12157
6/16/2015,12691
6/16/2015,12962
6/16/2015,13320
6/16/2015,13638
6/16/2015,13857
6/16/2015,14315
6/16/2015,14814
6/16/2015,15369
6/16/2015,15861
6/16/2015,16242
6/16/2015,16379
6/16/2015,16117
6/16/2015,15601
6/16/2015,15184
6/16/2015,14039
6/16/2015,12706
6/16/2015,11772
6/17/2015,11539
6/17/2015,11122
6/17/2015,10916
6/17/2015,11212
6/17/2015,11384
6/17/2015,11486
6/17/2015,12311
6/17/2015,12891
6/17/2015,13350
6/17/2015,13771
6/17/2015,14186
6/17/2015,14560
6/17/2015,15164
6/17/2015,15773
6/17/2015,16361
6/17/2015,16825
6/17/2015,17117
6/17/2015,17178
6/17/2015,16847
6/17/2015,16295
6/17/2015,15787
6/17/2015,14393
6/17/2015,13021
6/17/2015,12061
6/18/2015,11373
6/18/2015,10930
6/18/2015,10927
6/18/2015,11095
6/18/2015,11092
6/18/2015,11510
6/18/2015,12317
6/18/2015,12940
6/18/2015,13361
6/18/2015,13765
6/18/2015,14159
6/18/2015,14434
6/18/2015,14937
6/18/2015,15450
6/18/2015,15863
6/18/2015,16218
6/18/2015,16395
6/18/2015,16356
6/18/2015,16034
6/18/2015,15605
6/18/2015,15236
6/18/2015,14057
6/18/2015,12803
6/18/2015,11856
6/19/2015,11361
6/19/2015,11133
6/19/2015,10899
6/19/2015,10966
6/19/2015,10945
6/19/2015,11297
6/19/2015,12258
6/19/2015,12682
6/19/2015,12967
6/19/2015,13338
6/19/2015,13643
6/19/2015,13860
6/19/2015,14360
6/19/2015,14929
6/19/2015,15447
6/19/2015,15931
6/19/2015,16222
6/19/2015,16256
6/19/2015,15896
6/19/2015,15375
6/19/2015,15014
6/19/2015,14042
6/19/2015,12887
6/19/2015,11980
6/20/2015,11284
6/20/2015,10821
6/20/2015,10530
6/20/2015,10589
6/20/2015,10847
6/20/2015,10655
6/20/2015,11111
6/20/2015,11837
6/20/2015,12203
6/20/2015,12399
6/20/2015,12870
6/20/2015,13349
6/20/2015,13883
6/20/2015,14454
6/20/2015,15019
6/20/2015,15543
6/20/2015,15848
6/20/2015,15944
6/20/2015,15599
6/20/2015,15132
6/20/2015,14810
6/20/2015,13808
6/20/2015,12718
6/20/2015,11755
6/21/2015,11291
6/21/2015,10970
6/21/2015,10686
6/21/2015,10562
6/21/2015,10237
6/21/2015,10035
6/21/2015,10486
6/21/2015,11011
6/21/2015,11357
6/21/2015,11556
6/21/2015,11823
6/21/2015,12037
6/21/2015,12360
6/21/2015,12490
6/21/2015,12774
6/21/2015,13214
6/21/2015,13592
6/21/2015,13787
6/21/2015,13710
6/21/2015,13570
6/21/2015,13591
6/21/2015,12748
6/21/2015,11672
6/21/2015,10891
6/22/2015,10713
6/22/2015,10432
6/22/2015,10295
6/22/2015,10448
6/22/2015,10524
6/22/2015,11114
6/22/2015,11984
6/22/2015,12530
6/22/2015,12884
6/22/2015,13205
6/22/2015,13454
6/22/2015,13559
6/22/2015,13924
6/22/2015,14256
6/22/2015,14657
6/22/2015,15041
6/22/2015,15282
6/22/2015,15448
6/22/2015,15265
6/22/2015,14933
6/22/2015,14711
6/22/2015,13576
6/22/2015,12441
6/22/2015,11620
6/23/2015,11066
6/23/2015,10909
6/23/2015,10849
6/23/2015,10944
6/23/2015,10969
6/23/2015,11540
6/23/2015,12338
6/23/2015,12819
6/23/2015,13214
6/23/2015,13619
6/23/2015,13960
6/23/2015,14238
6/23/2015,14689
6/23/2015,15270
6/23/2015,15805
6/23/2015,16221
6/23/2015,16446
6/23/2015,16514
6/23/2015,16254
6/23/2015,15776
6/23/2015,15453
6/23/2015,14251
6/23/2015,12931
6/23/2015,11956
6/24/2015,11337
6/24/2015,10900
6/24/2015,10706
6/24/2015,10806
6/24/2015,11181
6/24/2015,11767
6/24/2015,12568
6/24/2015,13083
6/24/2015,13441
6/24/2015,13873
6/24/2015,14247
6/24/2015,14571
6/24/2015,15232
6/24/2015,15862
6/24/2015,16451
6/24/2015,17010
