Date,Load (MW)
2/28/2015,9048
2/28/2015,8955
2/28/2015,9050
2/28/2015,9336
2/28/2015,9702
2/28/2015,10082
2/28/2015,10537
2/28/2015,10735
2/28/2015,10991
2/28/2015,11024
2/28/2015,10457
2/28/2015,10634
2/28/2015,10608
2/28/2015,10632
2/28/2015,10510
2/28/2015,10978
2/28/2015,11874
2/28/2015,11919
2/28/2015,11706
2/28/2015,11291
2/28/2015,10692
2/28/2015,10010
3/1/2015,9567
3/1/2015,9245
3/1/2015,9005
3/1/2015,8896
3/1/2015,8938
3/1/2015,9231
3/1/2015,9548
3/1/2015,9816
3/1/2015,10062
3/1/2015,10090
3/1/2015,9940
3/1/2015,9832
3/1/2015,9732
3/1/2015,9649
3/1/2015,9478
3/1/2015,9617
3/1/2015,10054
3/1/2015,10711
3/1/2015,11855
3/1/2015,12105
3/1/2015,11823
3/1/2015,11211
3/1/2015,10532
3/1/2015,9781
3/2/2015,9330
3/2/2015,9046
3/2/2015,8907
3/2/2015,8886
3/2/2015,9151
3/2/2015,9870
3/2/2015,10929
3/2/2015,11785
3/2/2015,12016
3/2/2015,12134
3/2/2015,12107
3/2/2015,11919
3/2/2015,11764
3/2/2015,11610
3/2/2015,11580
3/2/2015,11695
3/2/2015,11584
3/2/2015,11941
3/2/2015,13019
3/2/2015,13149
3/2/2015,12772
3/2/2015,11996
3/2/2015,11216
3/2/2015,10449
3/3/2015,9911
3/3/2015,9553
3/3/2015,9364
3/3/2015,9399
3/3/2015,9676
3/3/2015,10365
3/3/2015,11541
3/3/2015,12186
3/3/2015,12260
3/3/2015,12278
3/3/2015,12133
3/3/2015,11939
3/3/2015,11501
3/3/2015,11458
3/3/2015,11274
3/3/2015,11278
3/3/2015,11527
3/3/2015,11982
3/3/2015,13016
3/3/2015,13101
3/3/2015,12727
3/3/2015,12071
3/3/2015,11253
3/3/2015,10415
3/4/2015,9831
3/4/2015,9507
3/4/2015,9323
3/4/2015,9335
3/4/2015,9596
3/4/2015,10357
3/4/2015,11499
3/4/2015,12151
3/4/2015,12090
3/4/2015,11896
3/4/2015,11764
3/4/2015,11655
3/4/2015,11452
3/4/2015,11456
3/4/2015,11481
3/4/2015,11508
3/4/2015,11571
3/4/2015,11895
3/4/2015,12803
3/4/2015,13004
3/4/2015,12643
3/4/2015,12006
3/4/2015,11216
3/4/2015,10350
3/5/2015,9787
3/5/2015,9483
3/5/2015,9322
3/5/2015,9389
3/5/2015,9638
3/5/2015,10336
3/5/2015,11382
3/5/2015,12088
3/5/2015,12096
3/5/2015,11951
3/5/2015,11833
3/5/2015,11712
3/5/2015,11933
3/5/2015,11690
3/5/2015,11646
3/5/2015,11610
3/5/2015,11747
3/5/2015,12038
3/5/2015,12866
3/5/2015,13031
3/5/2015,12628
3/5/2015,11959
3/5/2015,11161
3/5/2015,10330
3/6/2015,9880
3/6/2015,9790
3/6/2015,9718
3/6/2015,9645
3/6/2015,9892
3/6/2015,10254
3/6/2015,11278
3/6/2015,11950
3/6/2015,11754
3/6/2015,11811
3/6/2015,11902
3/6/2015,11849
3/6/2015,11722
3/6/2015,11800
3/6/2015,11838
3/6/2015,11764
3/6/2015,11622
3/6/2015,11825
3/6/2015,12470
3/6/2015,12540
3/6/2015,12134
3/6/2015,11542
3/6/2015,11014
3/6/2015,10275
3/7/2015,9660
3/7/2015,9441
3/7/2015,9435
3/7/2015,9333
3/7/2015,9088
3/7/2015,9322
3/7/2015,9595
3/7/2015,9921
3/7/2015,10197
3/7/2015,10572
3/7/2015,10626
3/7/2015,10616
3/7/2015,10634
3/7/2015,10636
3/7/2015,10634
3/7/2015,10479
3/7/2015,10643
3/7/2015,11074
3/7/2015,11857
3/7/2015,11993
3/7/2015,11656
3/7/2015,11339
3/7/2015,10839
3/7/2015,10044
3/8/2015,9549
3/8/2015,9461
3/8/2015,9316
3/8/2015,9234
3/8/2015,9325
3/8/2015,9533
3/8/2015,9567
3/8/2015,9986
3/8/2015,10678
3/8/2015,10638
3/8/2015,10521
3/8/2015,10420
3/8/2015,10358
3/8/2015,10369
3/8/2015,10396
3/8/2015,10658
3/8/2015,11095
3/8/2015,11011
3/8/2015,11806
3/8/2015,12021
3/8/2015,11568
3/8/2015,10823
3/8/2015,10024
3/8/2015,9723
3/9/2015,9481
3/9/2015,9248
3/9/2015,9213
3/9/2015,9344
3/9/2015,9494
3/9/2015,10435
3/9/2015,11580
3/9/2015,11788
3/9/2015,11919
3/9/2015,11753
3/9/2015,11650
3/9/2015,11662
3/9/2015,11691
3/9/2015,11690
3/9/2015,11636
3/9/2015,11773
3/9/2015,11872
3/9/2015,12266
3/9/2015,12965
3/9/2015,12933
3/9/2015,12313
3/9/2015,11517
3/9/2015,10546
3/9/2015,9812
3/10/2015,9494
3/10/2015,9531
3/10/2015,9161
3/10/2015,9230
3/10/2015,9749
3/10/2015,10780
3/10/2015,11860
3/10/2015,12032
3/10/2015,12117
3/10/2015,12033
3/10/2015,11957
3/10/2015,11819
3/10/2015,11945
3/10/2015,11987
3/10/2015,11990
3/10/2015,11988
3/10/2015,12087
3/10/2015,12354
3/10/2015,13003
3/10/2015,12930
3/10/2015,12344
3/10/2015,11405
3/10/2015,10488
3/10/2015,9965
3/11/2015,9866
3/11/2015,9711
3/11/2015,9458
3/11/2015,9663
3/11/2015,9965
3/11/2015,10885
3/11/2015,12033
3/11/2015,12335
3/11/2015,12365
3/11/2015,12261
3/11/2015,12166
3/11/2015,12024
3/11/2015,12012
3/11/2015,11985
3/11/2015,11848
3/11/2015,11783
3/11/2015,11845
3/11/2015,12038
3/11/2015,12706
3/11/2015,12812
3/11/2015,12263
3/11/2015,11483
3/11/2015,10548
3/11/2015,10016
3/12/2015,10006
3/12/2015,9922
3/12/2015,9869
3/12/2015,9823
3/12/2015,10063
3/12/2015,10920
3/12/2015,12026
3/12/2015,12115
3/12/2015,12077
3/12/2015,12056
3/12/2015,11901
3/12/2015,12011
3/12/2015,11926
3/12/2015,11620
3/12/2015,11691
3/12/2015,11853
3/12/2015,11983
3/12/2015,12149
3/12/2015,12825
3/12/2015,12914
3/12/2015,12338
3/12/2015,11475
3/12/2015,10505
3/12/2015,9850
3/13/2015,9462
3/13/2015,9484
3/13/2015,9408
3/13/2015,9396
3/13/2015,9737
3/13/2015,10820
3/13/2015,11806
3/13/2015,11886
3/13/2015,11970
3/13/2015,11934
3/13/2015,11920
3/13/2015,11935
3/13/2015,11965
3/13/2015,12130
3/13/2015,12135
3/13/2015,12183
3/13/2015,12242
3/13/2015,12239
3/13/2015,12669
3/13/2015,12604
3/13/2015,12146
3/13/2015,11546
3/13/2015,10671
3/13/2015,9963
3/14/2015,9522
3/14/2015,9219
3/14/2015,9023
3/14/2015,9258
3/14/2015,9461
3/14/2015,9673
3/14/2015,9860
3/14/2015,10264
3/14/2015,10627
3/14/2015,10773
3/14/2015,10810
3/14/2015,10843
3/14/2015,10890
3/14/2015,10963
3/14/2015,11119
3/14/2015,11322
3/14/2015,11562
3/14/2015,11701
3/14/2015,12241
3/14/2015,12259
3/14/2015,11788
3/14/2015,11219
3/14/2015,10476
3/14/2015,9836
3/15/2015,9330
3/15/2015,9242
3/15/2015,9148
3/15/2015,9089
3/15/2015,9216
3/15/2015,9197
3/15/2015,9454
3/15/2015,9649
3/15/2015,10011
3/15/2015,10191
3/15/2015,10264
3/15/2015,10268
3/15/2015,10289
3/15/2015,10296
3/15/2015,10397
3/15/2015,10524
3/15/2015,10900
3/15/2015,11200
3/15/2015,11908
3/15/2015,12084
3/15/2015,11526
3/15/2015,10748
3/15/2015,9903
3/15/2015,9592
3/16/2015,9321
3/16/2015,9114
3/16/2015,9068
3/16/2015,9289
3/16/2015,9837
3/16/2015,10562
3/16/2015,11695
3/16/2015,12003
3/16/2015,12263
3/16/2015,12328
3/16/2015,12308
3/16/2015,12260
3/16/2015,12266
3/16/2015,12247
3/16/2015,12244
3/16/2015,12227
3/16/2015,12361
3/16/2015,12578
3/16/2015,13197
3/16/2015,13137
3/16/2015,12430
3/16/2015,11514
3/16/2015,10525
3/16/2015,9856
3/17/2015,9746
3/17/2015,9545
3/17/2015,9458
3/17/2015,9591
3/17/2015,10134
3/17/2015,10914
3/17/2015,11928
3/17/2015,12042
3/17/2015,12130
3/17/2015,12101
3/17/2015,12007
3/17/2015,11924
3/17/2015,11946
3/17/2015,11842
3/17/2015,11747
3/17/2015,11791
3/17/2015,11883
3/17/2015,12052
3/17/2015,12571
3/17/2015,12648
3/17/2015,12059
3/17/2015,11264
3/17/2015,10439
3/17/2015,10039
3/18/2015,9660
3/18/2015,9486
3/18/2015,9435
3/18/2015,9558
3/18/2015,10165
3/18/2015,11114
3/18/2015,12088
3/18/2015,12096
3/18/2015,12080
3/18/2015,11975
3/18/2015,11885
3/18/2015,11811
3/18/2015,11815
3/18/2015,11875
3/18/2015,11853
3/18/2015,11921
3/18/2015,12022
3/18/2015,12209
3/18/2015,12770
3/18/2015,12969
3/18/2015,12317
3/18/2015,11419
3/18/2015,10487
3/18/2015,9906
3/19/2015,9773
3/19/2015,9519
3/19/2015,9506
3/19/2015,9741
3/19/2015,10186
3/19/2015,11080
3/19/2015,12037
3/19/2015,12046
3/19/2015,12068
3/19/2015,12095
3/19/2015,12010
3/19/2015,12062
3/19/2015,12200
3/19/2015,12205
3/19/2015,12287
3/19/2015,12273
3/19/2015,12407
3/19/2015,12524
3/19/2015,13013
3/19/2015,13138
3/19/2015,12433
3/19/2015,11509
3/19/2015,10591
3/19/2015,9943
3/20/2015,9726
3/20/2015,9564
3/20/2015,9484
3/20/2015,9281
3/20/2015,9861
3/20/2015,10990
3/20/2015,11831
3/20/2015,12066
3/20/2015,12190
3/20/2015,12288
3/20/2015,12279
3/20/2015,12163
3/20/2015,12090
3/20/2015,12032
3/20/2015,11923
3/20/2015,11923
3/20/2015,11912
3/20/2015,11971
3/20/2015,12465
3/20/2015,12580
3/20/2015,12038
3/20/2015,11328
3/20/2015,10475
3/20/2015,9808
3/21/2015,9703
3/21/2015,9770
3/21/2015,9491
3/21/2015,9400
3/21/2015,9512
3/21/2015,9703
3/21/2015,10100
3/21/2015,10540
3/21/2015,10752
3/21/2015,10730
3/21/2015,10611
3/21/2015,10517
3/21/2015,10503
3/21/2015,10472
3/21/2015,10514
3/21/2015,10605
3/21/2015,10827
3/21/2015,11072
3/21/2015,11669
3/21/2015,11884
3/21/2015,11466
3/21/2015,10838
3/21/2015,10166
3/21/2015,9882
3/22/2015,9496
3/22/2015,9225
3/22/2015,9089
3/22/2015,9086
3/22/2015,8962
3/22/2015,9193
3/22/2015,9510
3/22/2015,9878
3/22/2015,10130
3/22/2015,10268
3/22/2015,10218
3/22/2015,10220
3/22/2015,10126
3/22/2015,9997
3/22/2015,10047
3/22/2015,10214
3/22/2015,10590
3/22/2015,11009
3/22/2015,11719
3/22/2015,11993
3/22/2015,11482
3/22/2015,10654
3/22/2015,9849
3/22/2015,9681
3/23/2015,9732
3/23/2015,9524
3/23/2015,9496
3/23/2015,9725
3/23/2015,9942
3/23/2015,10768
3/23/2015,11703
3/23/2015,11975
3/23/2015,12056
3/23/2015,12024
3/23/2015,11998
3/23/2015,11885
3/23/2015,11761
3/23/2015,11685
3/23/2015,11586
3/23/2015,11482
3/23/2015,11646
3/23/2015,11904
3/23/2015,12590
3/23/2015,12785
3/23/2015,12152
3/23/2015,11244
3/23/2015,10370
3/23/2015,9823
3/24/2015,9701
3/24/2015,9501
3/24/2015,9462
3/24/2015,9667
3/24/2015,10132
3/24/2015,10963
3/24/2015,11848
3/24/2015,11931
3/24/2015,12084
3/24/2015,12367
3/24/2015,12026
3/24/2015,12242
3/24/2015,12149
3/24/2015,11899
3/24/2015,11865
3/24/2015,11873
3/24/2015,11980
3/24/2015,12151
3/24/2015,12619
3/24/2015,12993
3/24/2015,12383
3/24/2015,11474
3/24/2015,10588
3/24/2015,9951
3/25/2015,9844
3/25/2015,9634
3/25/2015,9598
3/25/2015,9753
3/25/2015,10031
3/25/2015,11123
3/25/2015,11973
3/25/2015,12214
3/25/2015,12197
3/25/2015,12047
3/25/2015,12040
3/25/2015,11992
3/25/2015,12003
3/25/2015,12025
3/25/2015,12093
3/25/2015,12109
3/25/2015,12249
3/25/2015,12378
3/25/2015,12734
3/25/2015,12998
3/25/2015,12395
3/25/2015,11515
3/25/2015,10638
3/25/2015,9958
3/26/2015,9492
3/26/2015,9261
3/26/2015,9176
3/26/2015,9331
3/26/2015,9848
3/26/2015,11051
3/26/2015,11828
3/26/2015,11957
3/26/2015,12051
3/26/2015,12324
3/26/2015,12430
3/26/2015,12480
3/26/2015,12753
3/26/2015,12800
3/26/2015,12987
3/26/2015,13091
3/26/2015,13225
3/26/2015,13266
3/26/2015,13505
3/26/2015,13705
3/26/2015,12934
3/26/2015,11934
3/26/2015,10990
3/26/2015,10346
3/27/2015,9803
3/27/2015,9573
3/27/2015,9445
3/27/2015,9512
3/27/2015,10051
3/27/2015,11083
3/27/2015,11802
3/27/2015,12060
3/27/2015,12239
3/27/2015,12386
3/27/2015,12335
3/27/2015,12373
3/27/2015,12500
3/27/2015,12678
3/27/2015,12624
3/27/2015,12617
3/27/2015,12686
3/27/2015,12692
3/27/2015,12918
3/27/2015,13118
3/27/2015,12571
3/27/2015,11800
3/27/2015,10888
3/27/2015,10192
3/28/2015,9916
3/28/2015,9516
3/28/2015,9357
3/28/2015,9566
3/28/2015,9562
3/28/2015,9927
3/28/2015,10236
3/28/2015,10664
3/28/2015,10960
3/28/2015,11180
3/28/2015,11188
3/28/2015,10911
3/28/2015,11025
3/28/2015,11079
3/28/2015,11058
3/28/2015,11216
3/28/2015,11543
3/28/2015,11793
3/28/2015,12161
3/28/2015,12444
3/28/2015,11981
3/28/2015,11348
3/28/2015,10546
3/28/2015,9884
3/29/2015,9578
3/29/2015,9490
3/29/2015,9328
3/29/2015,9284
3/29/2015,9342
3/29/2015,9656
3/29/2015,9823
3/29/2015,10162
3/29/2015,10381
3/29/2015,10451
3/29/2015,10522
3/29/2015,10569
3/29/2015,10651
3/29/2015,10804
3/29/2015,10746
3/29/2015,10980
3/29/2015,11432
3/29/2015,11825
3/29/2015,12258
3/29/2015,12589
3/29/2015,12042
3/29/2015,11173
3/29/2015,10367
3/29/2015,10032
3/30/2015,9644
3/30/2015,9435
3/30/2015,9394
3/30/2015,9665
3/30/2015,9913
3/30/2015,10743
3/30/2015,11588
3/30/2015,11923
3/30/2015,12060
3/30/2015,12178
3/30/2015,12248
3/30/2015,12288
3/30/2015,12454
3/30/2015,12618
3/30/2015,12557
3/30/2015,12548
3/30/2015,12644
3/30/2015,12693
3/30/2015,13034
3/30/2015,13268
3/30/2015,12605
3/30/2015,11627
3/30/2015,10736
3/30/2015,10359
3/31/2015,10069
3/31/2015,9889
3/31/2015,9739
3/31/2015,9716
3/31/2015,9954
3/31/2015,10787
3/31/2015,11481
3/31/2015,11707
3/31/2015,11847
3/31/2015,11905
3/31/2015,11743
3/31/2015,11679
3/31/2015,11731
3/31/2015,11657
3/31/2015,11658
3/31/2015,11740
3/31/2015,11934
3/31/2015,12084
3/31/2015,12493
3/31/2015,12950
3/31/2015,12373
3/31/2015,11462
3/31/2015,10560
3/31/2015,10069
4/1/2015,9614
4/1/2015,9360
4/1/2015,9299
4/1/2015,9457
4/1/2015,10026
4/1/2015,11139
4/1/2015,11777
4/1/2015,12122
4/1/2015,12087
4/1/2015,12059
4/1/2015,12022
4/1/2015,11863
4/1/2015,11853
4/1/2015,11744
4/1/2015,11600
4/1/2015,11535
4/1/2015,11700
4/1/2015,11958
4/1/2015,12463
4/1/2015,12879
4/1/2015,12408
4/1/2015,11558
4/1/2015,10763
4/1/2015,10178
4/2/2015,10022
4/2/2015,10082
4/2/2015,9969
4/2/2015,10007
4/2/2015,10580
4/2/2015,11570
4/2/2015,12121
4/2/2015,12187
4/2/2015,12186
4/2/2015,12415
4/2/2015,12002
4/2/2015,11724
4/2/2015,11718
4/2/2015,11747
4/2/2015,11679
4/2/2015,11691
4/2/2015,11862
4/2/2015,12062
4/2/2015,12488
4/2/2015,12894
4/2/2015,12380
4/2/2015,11583
4/2/2015,10731
4/2/2015,10134
4/3/2015,9683
4/3/2015,9733
4/3/2015,9723
4/3/2015,9807
4/3/2015,10044
4/3/2015,10931
4/3/2015,11575
4/3/2015,11886
4/3/2015,11902
4/3/2015,11839
4/3/2015,11801
4/3/2015,11671
4/3/2015,11528
4/3/2015,11496
4/3/2015,11483
4/3/2015,11583
4/3/2015,11725
4/3/2015,11841
4/3/2015,12187
4/3/2015,12528
4/3/2015,12098
4/3/2015,11350
4/3/2015,10561
4/3/2015,9965
4/4/2015,9538
4/4/2015,9322
4/4/2015,9167
4/4/2015,9176
4/4/2015,9358
4/4/2015,9780
4/4/2015,10053
4/4/2015,10417
4/4/2015,10531
4/4/2015,10502
4/4/2015,10409
4/4/2015,10238
4/4/2015,10033
4/4/2015,10119
4/4/2015,10259
4/4/2015,10310
4/4/2015,10675
4/4/2015,11045
4/4/2015,11539
4/4/2015,11902
4/4/2015,11553
4/4/2015,11005
4/4/2015,10262
4/4/2015,9667
4/5/2015,9229
4/5/2015,9073
4/5/2015,9173
4/5/2015,9190
4/5/2015,9302
4/5/2015,9527
4/5/2015,9594
4/5/2015,9989
4/5/2015,10403
4/5/2015,10696
4/5/2015,10678
4/5/2015,10809
4/5/2015,10328
4/5/2015,10081
4/5/2015,9961
4/5/2015,9915
4/5/2015,9850
4/5/2015,10206
4/5/2015,10860
4/5/2015,11542
4/5/2015,11272
4/5/2015,10581
4/5/2015,9827
4/5/2015,9413
4/6/2015,9134
4/6/2015,9268
4/6/2015,9068
4/6/2015,9186
4/6/2015,9829
4/6/2015,10873
4/6/2015,11643
4/6/2015,11941
4/6/2015,11887
4/6/2015,11859
4/6/2015,11779
4/6/2015,11767
4/6/2015,11620
4/6/2015,11585
4/6/2015,11480
4/6/2015,11535
4/6/2015,11696
4/6/2015,11922
4/6/2015,12483
4/6/2015,12813
4/6/2015,12282
4/6/2015,11449
4/6/2015,10544
4/6/2015,9975
4/7/2015,9623
4/7/2015,9372
4/7/2015,9325
4/7/2015,9568
4/7/2015,10091
4/7/2015,11178
4/7/2015,12036
4/7/2015,12393
4/7/2015,12470
4/7/2015,12343
4/7/2015,12234
4/7/2015,12003
4/7/2015,11762
4/7/2015,11534
4/7/2015,11369
4/7/2015,11397
4/7/2015,11451
4/7/2015,11700
4/7/2015,12166
4/7/2015,12663
4/7/2015,12244
4/7/2015,11515
4/7/2015,10709
4/7/2015,10146
4/8/2015,9623
4/8/2015,9478
4/8/2015,9384
4/8/2015,9631
4/8/2015,10160
4/8/2015,11229
4/8/2015,11966
4/8/2015,12031
4/8/2015,12011
4/8/2015,11920
4/8/2015,11885
4/8/2015,11662
4/8/2015,11522
4/8/2015,11390
4/8/2015,11204
4/8/2015,11248
4/8/2015,11400
4/8/2015,11686
4/8/2015,12197
4/8/2015,12714
4/8/2015,12237
4/8/2015,11398
4/8/2015,10585
4/8/2015,10104
4/9/2015,9750
4/9/2015,9514
4/9/2015,9457
4/9/2015,9673
4/9/2015,10193
4/9/2015,11299
4/9/2015,11900
4/9/2015,12135
4/9/2015,12083
4/9/2015,11988
4/9/2015,11888
4/9/2015,11665
4/9/2015,11573
4/9/2015,11596
4/9/2015,11420
4/9/2015,11447
4/9/2015,11582
4/9/2015,11752
4/9/2015,12175
4/9/2015,12653
4/9/2015,12161
4/9/2015,11278
4/9/2015,10533
4/9/2015,9971
4/10/2015,9777
4/10/2015,9774
4/10/2015,9722
4/10/2015,9634
4/10/2015,10110
4/10/2015,11006
4/10/2015,11695
4/10/2015,11921
4/10/2015,11952
4/10/2015,11827
4/10/2015,11794
4/10/2015,11589
4/10/2015,11442
4/10/2015,11504
4/10/2015,11338
4/10/2015,11404
4/10/2015,11537
4/10/2015,11641
4/10/2015,11943
4/10/2015,12408
4/10/2015,12056
4/10/2015,11329
4/10/2015,10601
4/10/2015,10080
4/11/2015,9878
4/11/2015,9699
4/11/2015,9566
4/11/2015,9610
4/11/2015,9542
4/11/2015,9879
4/11/2015,10177
4/11/2015,10598
4/11/2015,10759
4/11/2015,10926
4/11/2015,11049
4/11/2015,10705
4/11/2015,10293
4/11/2015,10249
4/11/2015,10283
4/11/2015,10405
4/11/2015,10702
4/11/2015,10960
4/11/2015,11334
4/11/2015,11886
4/11/2015,11578
4/11/2015,10968
4/11/2015,10245
4/11/2015,9765
4/12/2015,9552
4/12/2015,9421
4/12/2015,9282
4/12/2015,9254
4/12/2015,9207
4/12/2015,9252
4/12/2015,9430
4/12/2015,9858
4/12/2015,10249
4/12/2015,10300
4/12/2015,10304
4/12/2015,10314
4/12/2015,10347
4/12/2015,10440
4/12/2015,10399
4/12/2015,10504
4/12/2015,10896
4/12/2015,11219
4/12/2015,11603
4/12/2015,12174
4/12/2015,11705
4/12/2015,10879
4/12/2015,10037
4/12/2015,9605
4/13/2015,9315
4/13/2015,9419
4/13/2015,9328
4/13/2015,9403
4/13/2015,9781
4/13/2015,10864
4/13/2015,11671
4/13/2015,11935
4/13/2015,12086
4/13/2015,12136
4/13/2015,12077
4/13/2015,12064
4/13/2015,11986
4/13/2015,11951
4/13/2015,11980
4/13/2015,11953
4/13/2015,12102
4/13/2015,12306
4/13/2015,12596
4/13/2015,13086
4/13/2015,12524
4/13/2015,11633
4/13/2015,10712
4/13/2015,10148
4/14/2015,9663
4/14/2015,9756
4/14/2015,10059
4/14/2015,10156
4/14/2015,10210
4/14/2015,11318
4/14/2015,12004
4/14/2015,12085
4/14/2015,11999
4/14/2015,11867
4/14/2015,11734
4/14/2015,11572
4/14/2015,11515
4/14/2015,11488
4/14/2015,11443
4/14/2015,11524
4/14/2015,11725
4/14/2015,11982
4/14/2015,12390
4/14/2015,12950
4/14/2015,12476
4/14/2015,11554
4/14/2015,10700
4/14/2015,10113
4/15/2015,10201
4/15/2015,10193
4/15/2015,9842
4/15/2015,9944
4/15/2015,10278
4/15/2015,11372
4/15/2015,12112
4/15/2015,12157
4/15/2015,12051
4/15/2015,11928
4/15/2015,11830
4/15/2015,11670
4/15/2015,11654
4/15/2015,11690
4/15/2015,11759
4/15/2015,11907
4/15/2015,12179
4/15/2015,12439
4/15/2015,12769
4/15/2015,13313
4/15/2015,12762
4/15/2015,11832
4/15/2015,10847
4/15/2015,10191
4/16/2015,9775
4/16/2015,9544
4/16/2015,9497
4/16/2015,9682
4/16/2015,10268
4/16/2015,11305
4/16/2015,12046
4/16/2015,12245
4/16/2015,12215
4/16/2015,12204
4/16/2015,12218
4/16/2015,12207
4/16/2015,12368
4/16/2015,12480
4/16/2015,12587
4/16/2015,12726
4/16/2015,12798
4/16/2015,12842
4/16/2015,12970
4/16/2015,13390
4/16/2015,12873
4/16/2015,11961
4/16/2015,11007
4/16/2015,10373
4/17/2015,9924
4/17/2015,9649
4/17/2015,9556
4/17/2015,9701
4/17/2015,10270
4/17/2015,11222
4/17/2015,11955
4/17/2015,12214
4/17/2015,12333
4/17/2015,12431
4/17/2015,12499
4/17/2015,12496
4/17/2015,12596
4/17/2015,12697
4/17/2015,12723
4/17/2015,12802
4/17/2015,12834
4/17/2015,12752
4/17/2015,12796
4/17/2015,13129
4/17/2015,12707
4/17/2015,11892
4/17/2015,11009
4/17/2015,10334
4/18/2015,9847
4/18/2015,9552
4/18/2015,9407
4/18/2015,9429
4/18/2015,9657
4/18/2015,10021
4/18/2015,10358
4/18/2015,10749
4/18/2015,11072
4/18/2015,11195
4/18/2015,10995
4/18/2015,10985
4/18/2015,11034
4/18/2015,11123
4/18/2015,11246
4/18/2015,11392
4/18/2015,11699
4/18/2015,11970
4/18/2015,12151
4/18/2015,12548
4/18/2015,12192
4/18/2015,11510
4/18/2015,10729
4/18/2015,10127
4/19/2015,9648
4/19/2015,9471
4/19/2015,9524
4/19/2015,9500
4/19/2015,9602
4/19/2015,9801
4/19/2015,9968
4/19/2015,10349
4/19/2015,10598
4/19/2015,10670
4/19/2015,10697
4/19/2015,10738
4/19/2015,10523
4/19/2015,10595
4/19/2015,10759
4/19/2015,11116
4/19/2015,11611
4/19/2015,11959
4/19/2015,12220
4/19/2015,12728
4/19/2015,12275
4/19/2015,11392
4/19/2015,10463
4/19/2015,9908
4/20/2015,9843
4/20/2015,9666
4/20/2015,9678
4/20/2015,9780
4/20/2015,9976
4/20/2015,10904
4/20/2015,11790
4/20/2015,12165
4/20/2015,12344
4/20/2015,12310
4/20/2015,12350
4/20/2015,12276
4/20/2015,12374
4/20/2015,12460
4/20/2015,12549
4/20/2015,12750
4/20/2015,12949
4/20/2015,13047
4/20/2015,13170
4/20/2015,13605
4/20/2015,13057
4/20/2015,12009
4/20/2015,11049
4/20/2015,10386
4/21/2015,9982
4/21/2015,9754
4/21/2015,9620
4/21/2015,9832
4/21/2015,10235
4/21/2015,11190
4/21/2015,11965
4/21/2015,12213
4/21/2015,12356
4/21/2015,12440
4/21/2015,12385
4/21/2015,12228
4/21/2015,12300
4/21/2015,12261
4/21/2015,12222
4/21/2015,12306
4/21/2015,12428
4/21/2015,12588
4/21/2015,12882
4/21/2015,13316
4/21/2015,12816
4/21/2015,11868
4/21/2015,11000
4/21/2015,10428
4/22/2015,10015
4/22/2015,9794
4/22/2015,9722
4/22/2015,9826
4/22/2015,10277
4/22/2015,11259
4/22/2015,12072
4/22/2015,12268
4/22/2015,12223
4/22/2015,12294
4/22/2015,12239
4/22/2015,12093
4/22/2015,12229
4/22/2015,12305
4/22/2015,12372
4/22/2015,12463
4/22/2015,12549
4/22/2015,12606
4/22/2015,12838
4/22/2015,13386
4/22/2015,12937
4/22/2015,12014
4/22/2015,11064
4/22/2015,10428
4/23/2015,10396
4/23/2015,10432
4/23/2015,10069
4/23/2015,10237
4/23/2015,10375
4/23/2015,11192
4/23/2015,12015
4/23/2015,12208
4/23/2015,12198
4/23/2015,12201
4/23/2015,12160
4/23/2015,12177
4/23/2015,12301
4/23/2015,12421
4/23/2015,12376
4/23/2015,12484
4/23/2015,12608
4/23/2015,12688
4/23/2015,12955
4/23/2015,13441
4/23/2015,12936
4/23/2015,11948
4/23/2015,11046
4/23/2015,10448
4/24/2015,10376
4/24/2015,10056
4/24/2015,10021
4/24/2015,10170
4/24/2015,10553
4/24/2015,11130
4/24/2015,11792
4/24/2015,12023
4/24/2015,12071
4/24/2015,12047
4/24/2015,11984
4/24/2015,11750
4/24/2015,11682
4/24/2015,11708
4/24/2015,11602
4/24/2015,11700
4/24/2015,11877
4/24/2015,12048
4/24/2015,12409
4/24/2015,12838
4/24/2015,12497
4/24/2015,11732
4/24/2015,10983
4/24/2015,10499
4/25/2015,10391
4/25/2015,10126
4/25/2015,9960
4/25/2015,9972
4/25/2015,10080
4/25/2015,10072
4/25/2015,10286
4/25/2015,10692
4/25/2015,10902
4/25/2015,10998
4/25/2015,10844
4/25/2015,10642
4/25/2015,10427
4/25/2015,10275
4/25/2015,10171
4/25/2015,10221
4/25/2015,10486
4/25/2015,10803
4/25/2015,11133
4/25/2015,11741
4/25/2015,11573
4/25/2015,10915
4/25/2015,10235
4/25/2015,9646
4/26/2015,9743
4/26/2015,9748
4/26/2015,9601
4/26/2015,9578
4/26/2015,9381
4/26/2015,9487
4/26/2015,9840
4/26/2015,10300
4/26/2015,10220
4/26/2015,10156
4/26/2015,10148
4/26/2015,10104
4/26/2015,10137
4/26/2015,10189
4/26/2015,10288
4/26/2015,10485
4/26/2015,10646
4/26/2015,11003
4/26/2015,11359
4/26/2015,12106
4/26/2015,11822
4/26/2015,11039
4/26/2015,10186
4/26/2015,9872
4/27/2015,9851
4/27/2015,9709
4/27/2015,9585
4/27/2015,9504
4/27/2015,9844
4/27/2015,10583
4/27/2015,11447
4/27/2015,11866
4/27/2015,12061
